sqft,bathrooms,price,address,postingDate,numImages,longitude,latitude,bedrooms,title
,,2695,2030 Dwight way,1456128000,12,-122.269484,37.863748,2,2695 / 2br - 2030 Dwight Way is a medium sized property located near t
705,1,2750,1122 university ave,1453708800,3,-122.291751,37.869116,2,2 bed 1 bath- Unit 206
,,4395,Milvia St at Dwight Way,1455091200,0,-122.27028,37.863626,4,"1947 Dwight Way, # 23 & 23 B"
620,1,2700,university ave at san pablo,1453536000,12,-122.291114,37.869111,2,2 Bed 1 Bath- Unit 308
1100,,3120,1122 Univeristy,1453536000,6,-122.291136,37.869027,2,2 Bed 2.5 Bath Townhouse- Unit 225
,,2695,2030 Dwight way,1455609600,0,-122.269484,37.863748,2,2695 / 2br - 2030 Dwight Way is a medium sized property located near t
705,1,2750,1122 university ave,1453708800,5,-122.291751,37.869116,2,2 bed 1 bath - Unit 212
620,1,2700,1122 university ave,1453536000,9,-122.291751,37.869116,2,2 Bed 1 Bath- Unit 301
,,2595,,1456128000,7,-122.2655,37.8784,1,Wonderful updated apartment..great neighborhood!!
400,1,2163,2312 Fulton St,1456128000,4,-122.266347,37.867259,0,Stadium and Allston Place - Now Leasing for Fall!
700,1,2500,2312 Fulton St,1455350400,6,-122.266347,37.867259,0,Spacious 700 sqft studio avail 8/15
553,1,2641,2312 Fulton St,1456128000,4,-122.266347,37.867259,0,Spacious studio loft available Aug 15!
,,1075,2490 Channing Way,1456128000,4,-122.259636,37.867093,0,Privately owned UCB student housing! Call now one month free!!
850,1,2950,2259 Cedar Street,1455609600,7,-122.26598,37.878758,1,"Parisian charm, 1 bdrm plus, hdwd floor, built in shelves"
,,2100,1917 6th Street,1455609600,0,-122.271317,37.848932,2,"Just steps away from university shops, marina and restaurants"
,,2100,1917 6th Street,1455609600,8,-122.271317,37.848932,2,"Just steps away from university shops, marina and restaurants"
851,1,2875,651 Addison Street,1456214400,0,-122.301595,37.865903,1,Last One Bedroom Left That Can be Secured with Only a $250 Deposit!!
1345,2,4995,3015 San Pablo Ave,1455350400,5,-122.286876,37.851736,3,Spacious 3 bedroom with Amazing Views of The Bay
1345,1345,4995,San pablo at Ashby,1455091200,5,-122.28698,37.852226,0,Spacious 3 bed 2 bath with gorgeous views of the Bay
1155,2,3995,San Pablo at Ashby,1454486400,6,-122.2851,37.8656,2,Higby Apartments- Welcome Home
1155,2,3995,San Pablo at Ashby,1454486400,4,-122.28698,37.852226,2,"Welcome To Higby, Welcome Home"
1416,2,4995,San Pablo at Ashby,1453968000,4,-122.286876,37.851736,3,Spacious 3 bedroom with Amazing Views of The Bay
1155,2,3995,San Pablo at Ashby,1453968000,4,-122.2851,37.8656,2,Higby Apartments- Welcome Home!
1345,2,4995,,1453968000,5,-122.2851,37.8656,3,Spacious 3 bedroom with Amazing Views of The Bay
1155,,3995,San Pablo at Ashby,1453968000,6,-122.28698,37.852226,2,Higby Apartments- Welcome Home!
1155,2,3995,San Pablo at Ashby,1453968000,5,-122.28698,37.852226,2,Higby Apartments- Welcome Home!
1155,2,3995,San Pablo at Ashby,1453968000,5,-122.28698,37.852226,2,Higby Apartments- Welcome Home!
1155,2,3995,San Pablo at Ashby,1453968000,5,-122.28698,37.852226,2,Higby Apartments- Welcome Home!
1155,,3995,San Pablo at Ashby,1453968000,5,-122.28698,37.852226,2,Higby Apartments- Welcome Home!
632,1,2398,2020 Fourth St,1456560000,4,-122.300187,37.867284,1,One Bedroom Beauty Is A Must See! Don't Miss Out!
1078,2,3313,2020 Fourth St,1456560000,6,-122.300187,37.867284,2,We've Got Your 2 Bedroom You've Been Dreaming About!
,,1600,345 south 27th St.,1456560000,6,-122.343781,37.927395,2,"Remodel Kitchen & Bath,Hardwood Floor, Washer & Dryer Hookups,Parking"
750,1,1600,W Richmond Ave at Martina St,1456560000,0,-122.387482,37.927424,1,"Victorian, H/W Floors, large 4 closets, Lg Private Deck, View!"
,,1750,,1456646400,0,-122.255988,37.861959,1,"2115 Haste St # 204 Berkeley, CA"
650,1,2695,milvia st at cedar st,1456646400,16,-122.27178,37.878025,1,Cute Duplex In The Heart Of Berkeley
,,650,,1456646400,0,-122.429,37.6247,0,UC Berkeley Housing ($650)
,,2600,,1457164800,9,,,0,Elmwood Edwardian Studio / Minutes to UC BERKELEY
,,3500,,1457164800,6,,,1,1 Bedroom Elmwood Edwardian / Minutes to UC BERKELEY
745,1,2200,555 Pierce St.,1456819200,11,-122.306758,37.892503,1,"1br/1ba Albany condo near BART/Mall/Direct Bus to SF, UC Berkeley"
1600,1,3500,,1457251200,14,,,3,Berkeley hills house with bay view
2699,3,1699,Cedar St. at Oxford St.,1456992000,12,-122.26728,37.878625,7,"20 Beds - Huge, Beautiful House Near UC Berkeley, Awesome Neighborhood"
,,1750,California St at Russell St,1457337600,7,-122.277274,37.855898,1,1 Bd/1Ba Blocks to Ashby Bart & Berkeley Bowl
,,2195,Prince at Telegraph,1456905600,6,-122.26068,37.854026,1,Victorian Living - Near Whole Foods & Berkeley Bowl: P8
700,1,1750,2233 Grant St,1456819200,12,-122.27528,37.867938,0,Best Deal in Berkeley! Studio w/ balcony near UC Berkeley for rent
675,1,2595,1800 Spruce,1456819200,3,-122.265831,37.87566,1,Amazing Apartments Walking Distance from Berkeley University
782,1,2495,1927 Dwight Way,1456819200,0,-122.271896,37.863406,2,2 bedroom near UC Berkeley Available Now!!
840,2,4100,2024 Durant Ave.,1456819200,6,-122.269917,37.866524,2,AMAZING 2 BED/2 BATH CLOSE TO UC BERKELEY AND FINE DINING!!!
1200,1,1500,,1456819200,4,-122.254486,37.855881,1,Fully Furnished 1Br In Berkeley
,,1725,Stuart at Telegraph,1456819200,12,-122.25988,37.859526,1,CHARMING BERKELEY APT IN VICTORIAN DUPLEX
,,1150,2008 Shattuck Avenue,1456905600,5,-122.268672,37.872043,195,"Studio units - 2 blocks from Bart or UC Berkeley campus, clean quiet"
,,1699,,1456905600,0,-122.257,37.8664,1,GREAT INDEPENDENT RESIDENCE NEAR BERKELEY UNIVERSITY
900,,3000,1615 Arch St,1456905600,0,-122.2655,37.8784,2,Beautiful North Berkeley house 2BD/1BA
,,2800,2924 Sacramento St,1456905600,16,-122.279637,37.854672,2,Lovely Spacious Berkeley 2 Bedroom Unit - Great Location
,,1550,haste street at shattuck avenue,1456992000,5,-122.266974,37.865181,1,"OPEN HOUSE ⇗ Thursday, March 3 at 6pm UNITS CLOSE TO Berkeley Campus"
,,2990,parker street,1456992000,4,-122.27228,37.861626,0,Southside 2 bd/2bth Unit close to UC Berkeley Campus
,,2595,spruce street at hearst street,1456992000,7,-122.265301,37.874667,1,Sparkling Northside unit very close to the UC Berkeley Campus ~
,,1695,hearst at shattuck,1456992000,3,-122.267811,37.874057,0,Gorgeous & Affordable Northside Unit ✤ Close to UC Berkeley Campus
1032,1,3250,Berryman Street at Bonita Avenue,1456992000,5,-122.27358,37.883425,2,"QUIET, SPACIOUS NORTH BERKELEY DUPLEX"
,,2495,,1456992000,5,-122.2637,37.8361,3,Light and Bright Lovely 3bd upper unit
,,2495,,1456992000,5,-122.2637,37.8361,3,Light and Bright Lovely 3bd upper unit
966,1,3000,585 9th St. at Clay St.,1457337600,15,-122.276394,37.801994,1,1BR/1BA Spacious Luxury Condo - Old Oakland
,,1895,2817 College ave,1457337600,0,-122.253947,37.859714,0,Large studio with new kitchen and bathroom with Carpet second floor un
,,3995,Blake at Ellsworth,1456905600,7,-122.26328,37.863826,3,3 Bedrooms Coming Available June 1 Near Campus!
,,2395,Blake at Ellsworth,1456905600,6,-122.26328,37.863826,1,1 Bedroom Remodel Available June 1! B101
610,1,2700,university ave at san pablo,1457337600,6,-122.291522,37.869044,2,2 Bed 1 Bath- Unit 114
620,1,2700,university ave at san pablo,1457337600,12,-122.290814,37.869247,2,2 Bed 1 Bath- unit 308
705,1,2750,1122 university ave,1457337600,5,-122.291751,37.869116,2,2 bed 1 bath - Unit 212
750,1,3250,virginia at le roy,1457078400,10,-122.258542,37.878173,1,Spacious 1 bedroom luxury apartment 2 blocks from campus
1750,2,3100,,1457337600,0,-122.124,37.7024,3,SAN LEANDRO HOME YOU CAN OWN ENDS RENTING GOVERNMENT FINANCING PETS OK
768,1,2100,Christie Avenue,1456992000,13,-122.29478,37.838626,1,"Sky high 1/1 with a view, parking, pool, gym and great location!"
,,8250,2740 PARKER STREET,1457337600,24,-122.252147,37.864131,5,❤ BEST UC HOUSE*5 Brm+2Ba* Soside HOUSE Nr COLLEGE AV*6 MIN to CAMPUS
300,1,1450,461 24 street,1456905600,5,-122.267082,37.813607,0,"FRESH STUDIO. WALK TO LAKE MERRITT, WHOLE FOODS & DOWNTOWN"
2100,2,8250,2740 PARKER STREET,1457337600,24,-122.252985,37.864165,5,♥ BEST QUALITY S. SIDE CLOSE to CAMPUS STUDENT HOUSE ✿ 5 BRMS d
760,1,2495,1910 Berryman Street,1456819200,2,-122.274163,37.883308,2,Amazing 2 Bedroom Apartment Available!
374,1,1595,1931 Dwight Way,1456819200,2,-122.271807,37.863418,1,Large 1 Bedroom Apartment Available Soon!
813,1,3100,oregon at milvia,1456905600,11,-122.26968,37.857426,2,Available NOW 2Bed in Great Location.. Just a 6 min Drive to UCB
876,1,4000,2055 Center St.,1456905600,4,-122.269647,37.87019,2,"Two Bedroom, One Bath with Washer & Dryer!"
900,1,2300,1704 Derby Street,1456992000,11,-122.275994,37.859242,1,Spacious and Quiet Front Duplex
,,4395,Milvia St at Dwight Way,1456992000,0,-122.27028,37.863626,4,"1947 Dwight Way, # 23 & 23 B"
,,2750,1629 Martin Luther King Jr Way,1456992000,13,-122.273476,37.877055,2,Entire top floor near Gourmet Ghetto
525,525,3250,2024 Durant Ave.,1456819200,5,-122.269917,37.866524,0,STUDIO WASHER DRYER IN UNIT BEST VIEW OF SF BAY AVAILABLE NOW!!!
1090,2,3500,Shattuck at Bancroft,1456905600,5,-122.26818,37.867726,2,"Brand new luxury 2 bedroom, 1090 Sqft"
,,3195,2620 Hillegass,1456992000,18,-122.256939,37.863259,0,"June 1, Captivating Apt Just Blocks from UCB Open House Sunday!"
840,2,4250,2024 Durant Ave.,1456992000,6,-122.269917,37.866524,2,FURNISHED TWO BEDROOM READY FOR MOVE IN IMMEDIATELY!!!
869,1,2250,,1457078400,11,-122.344093,37.908992,2,Marina Bay 2/1 Condo
,,2250,University Avenue,1457078400,5,-122.28238,37.870226,1,"1 bedroom, 1 bathroom apartment on University Ave."
1400,2,4900,delaware st at franklin,1456905600,0,-122.28598,37.872525,4,single family house in north berkeley for rent
320,1,1300,,1457078400,4,,,0,Berkeley Hills in-law studio
408,1,1250,Virginia at Euclid,1457164800,0,-122.260709,37.878071,0,"Studio 2 blocks from UC Berkeley, pets ok, UTILITIES included."
,,1950,,1457164800,6,-122.2851,37.8656,2,berkeley 2 bedroom aprtment
160,1,1300,Ordway Street at Manor Way,1457251200,7,-122.285171,37.884812,1,Adorable mother-in-law sublet in Berkeley/Albany
,,2200,2620 Dana St.,1457251200,4,-122.26068,37.862126,0,Beautiful Studio Apt. Walking Distance to UC Berkeley
153,1,1295,2057 University Avenue,1456819200,0,-122.269709,37.871996,0,Room for rent in a converted residential hotel in Downtown Berkeley
,,1950,,1457164800,6,-122.2851,37.8656,2,2 bedrooms 1 bathroom apartment Berkeley
726,1,2995,2747 Haste St.,1456819200,0,-122.2536,37.866866,1,1 bedroom apartment near UC Berkeley
900,1,3100,Telegraph,1456819200,7,-122.25938,37.862426,2,Condo/Townhome in Berkeley
,,2600,1730 Stuart St.,1456819200,0,-122.275176,37.857618,2,"2 BR/1BA Berkeley, Available Now, Good Location, Sunny and Clean"
600,1,1750,1893 Alcatraz Ave.,1456905600,9,-122.26927,37.849087,1,"Charming one bedroom close to Berkeley Bowl, BART and UC Berkeley"
677,677,3397,2119 University Avenue,1457251200,4,-122.267891,37.872267,0,Cozy 2 bedroom in Downtown!
,,4600,2010 channing way,1457251200,6,-122.269571,37.865605,4,4 bed/ 1 1/2 bath Walk to UCB/ BART
1000,2,2800,48th at Telegraph,1457251200,18,-122.26358,37.834926,3,Don't Miss This Temescal Beauty! 3/2 - $2800
606,1,3327,1910 Oxford Street,1457251200,4,-122.26678,37.874125,2,Great 2 bedroom across from campus!
707,1,3191,2110 Haste St,1457251200,4,-122.267676,37.865046,2,Great 2 bedroom across from campus!
600,1,3380,2116 Allston Way,1457251200,5,-122.267937,37.869574,2,Cozy 2 bedroom in Downtown!
1015,2,3495,1325 40th St,1457251200,9,-122.284184,37.829751,2,A Location That Works As Well As It Plays
,,7495,2010 channing way,1457251200,9,-122.26912,37.865503,6,6 bed/ 2 1/2 bath UCB/ BART
,,1700,641 Adams,1457251200,3,-122.301276,37.895149,0,Albany Studio Walk to Bart Tile Floors Remodeled Kitchen
2464,,4500,11 Captains Cove,1457251200,15,-122.227308,37.855834,3,"Hiller Highlands - 3Bdrm, 2.5BA 2,464sf Townhome"
2464,,4500,11 Captains Cove,1457251200,15,-122.227308,37.855834,3,"Hiller Highlands - 3Bdrm, 2.5BA 2,464sf Townhome"
1300,,3100,6466 Hollis Street,1457251200,5,-122.29153,37.846026,2,Spacious 2bd/2.5 bath condo with open floor plan
780,1,3017,100 Grand Ave,1457251200,11,-122.26618,37.811527,1,Our London Apartment won't Last Long..Get it Before its Gone..
,,2800,adeline at ashby,1457251200,0,-122.26968,37.854626,2,Two Bedroom for Rent in NEWLY RENOVATED Home
800,1,1900,Harmon Street at Adeline Street,1457251200,6,-122.27168,37.849726,1,Large 1 Bedroom Apartment near Ashby Bart
2100,2,8250,2740 PARKER STREET,1457251200,24,-122.252147,37.864148,5,❤ UCB HOUSE*5 Brm+2Ba* S. Side HOUSE Nr COLLEGE AV*6 MIN to CAMPUS
1018,,975,,1457251200,6,,,1,2 room small cottage bathroom in main home
,,1400,adeline at ashby,1457251200,0,-122.26968,37.855026,2,Bedroom for Rent in NEWLY RENOVATED 2 Bedroom Home
900,1,3052,,1457251200,12,,,1,"Upscale One Bedroom, Balcony, Garage, Pet-Friendly"
700,1,2495,306 LEE STREET,1457078400,21,-122.25601,37.811513,1,☎ LAKE MERRITT's BEST CALM BOUTIQUE BLDG *1 BLK to LAKE*BIG VIEWS
1150,2,5500,2801 Cherry,1456819200,8,-122.253156,37.85971,4,"4BR, 2BA Apartment in Elmwood Avail in June"
,,1750,1494 Solano Avenue,1457337600,22,-122.288263,37.890925,1,Remodeled Apt ON Solano Ave - H/W Floors - Open Tue
2100,2,8250,2740 PARKER STREET,1457251200,24,-122.252147,37.864148,5,❤ UCB HOUSE*5 Brm+2Ba* S. Side HOUSE Nr COLLEGE AV*6 MIN to CAMPUS
,,1895,1494 Solano,1457337600,18,-122.288263,37.890925,1,Top Floor Remodeled Apt Amazing View H/W Floor ON SOLANO AVE-Open Tue
,,2595,1494 Solano,1457337600,24,-122.288263,37.890925,2,Brand New Remodeled Apt ON Solano-Berk/Albany Border-OPEN TUE@6pm
1500,2,3250,Pine Street at 12th Street,1457337600,24,-122.30018,37.812527,2,Spacious 2 bed/2bath Ungraded Loft
875,1,2445,Willow Street at Franciscan Way,1457337600,8,-122.25618,37.757928,2,"TWO-BEDROOM, UPSTAIRS, BRIGHT, GATED COMMUNITY!"
700,700,2175,Willow Street at Franciscan Way,1457337600,10,-122.25618,37.757928,1,"One-Bedroom, Downstairs, Wood Floor, Gated Community"
2100,2,8250,2740 PARKER STREET,1457337600,24,-122.252147,37.864148,5,❤ UCB HOUSE*5 Brm+2Ba* S. Side HOUSE Nr COLLEGE AV*6 MIN to CAMPUS
,,1895,2411 Durant Ave,1457078400,3,-122.257,37.8664,0,Huge studio Onc block from UC Campus.Across from Unit3. Open House Fri
,,1895,2230 Haste ST.,1457078400,8,-122.26478,37.865426,1,Huge Onebedroom near cal Campus. Open House Sunday @1pm
,,2695,2230 Haste St.,1457078400,7,-122.26478,37.865426,2,Huge two bedroom near Cal Campus. Open House Sunday @3pm***
,,2495,1817 Oxford St.,1457078400,0,-122.266946,37.875243,2,Huge 2bed w/o livingroom. One block from UC gradschool. June 1st.***
,,1800,Benvenue at Dwight,1456905600,2,-122.255387,37.8653,0,ABSW Apartment Studio Available
,,1650,3103 California St,1456819200,9,-122.277068,37.851682,0,Spacious Studio W/ Private Backyard And Washer And Dryer
,,1395,1176 University Ave - 206,1456819200,9,-122.290209,37.869336,0,Large Studio With Walk In Closet
,,1850,3569 Brook Street,1457251200,18,-122.121288,37.887911,1,GREAT LAFAYETTE DOWNTOWN LOCATION !! ** KeyPropertyMgt **
,,4875,Gravatt Drive,1456992000,9,-122.238379,37.859926,4,Beautiful Berkeley Hills Home for Rent
900,,3000,1615 Arch St,1456992000,12,-122.2655,37.8784,2,Beautiful North Berkeley house 2BD/1BA
600,1,1795,1826 Alcatraz Ave.,1456905600,5,-122.271317,37.848932,1,One Bedroom Apt. close to Ashby Bart Station
700,1,2100,1917 6th Street at University,1456905600,4,-122.298315,37.869097,2,Spacious Two Bedroom close to UCB @University Ave.
700,1,2100,1590 Oregon Street,1456905600,5,-122.278063,37.85636,2,Large and Clean 2 Bedroom 1 Bath
818,1,3194,1333 Powell Street,1457164800,7,-122.289001,37.839335,1,"Fabulous 1 Bed/1 Bath - Open Layout, Natural Light, W/D in Unit"
1100,2,3000,555 Pierce street,1457164800,10,-122.306758,37.892503,2,2B/2B Gateview Condo with Panoramic Bay View (All Utilities included!)
1200,,4500,2410 Russell St,1457164800,9,-122.25968,37.857776,2,Luxurious 2 Bedroom / 2 Bath Elmwood Edwardian Upper Flat
734,1,2875,1333 Powell Street,1457164800,7,-122.288947,37.83936,1,Available in April - Luxury 1 Bedroom with Custom Finishes
860,1,3400,Regent St at Parker St.,1457164800,18,-122.25818,37.863526,2,Large beautiful 2 Bed/ 1 Bath apartment. Walk to UC
745,1,2200,,1456992000,7,,,1,1b/1b high rise condo ucb/SF perfect walk commute avail 4/4
,,2500,830 East 28th Street at Park Blvd,1457251200,22,-122.237555,37.802537,2,~*~*~ $1000 Rent Discount to Move in - Plus a Great Rent ~*~*~
652,1,2450,perkins at palm,1457251200,8,-122.254078,37.812564,1,Bright 1br -Condo near the lake
750,1,2395,1704 63rd at King,1456992000,8,-122.273176,37.847697,2,"All new 2bd/1ba pets, pkg, yard, w/d, must see!"
554,1,2395,1325 40th St,1457251200,9,-122.283958,37.829819,1,We're Running Great Specials All Weekend Long!
1400,2,3350,2108 E 23rd St,1456819200,23,-122.23257,37.791466,2,Premium 2/2 gated bungalow in Highland Terrace *Available now!*
450,1,1095,Center at Carlson,1457251200,0,-122.344681,37.930124,0,$1095 Studio Apt in Richmond -walk-in distance to Bart
1170,2,3250,535 Pierce ST,1457251200,9,-122.30702,37.89322,2,2BD-2BA/ Albany Condo@535 Pierce ST/Near Bart&UCB/Pool/Gym/TRUE Luxury
725,1,2050,Princeton at Amherst,1457251200,0,-122.27808,37.905625,1,"202 Princeton Avenue, Kensington"
750,1,2095,Ashby at San Pablo,1457251200,9,-122.284012,37.852221,2,New Unit in Secure Apartment Complex
600,1,1500,Euclid Avenue at Keith Street,1457251200,0,-122.26234,37.889825,0,Studio Apartmt $1500/walking to UC
1000,,2275,Coventry,1457251200,11,-122.28518,37.900925,1,"Spacious, 1bedroom Plus, Bay View"
770,,1350,1677 11th Street,1457164800,16,-122.298008,37.810463,1,Gorgeous Studio Unit with Home Office
1925,2,5200,Princeton Ave at Amherst,1457251200,20,-122.27808,37.905625,3,"Remodeled, Spacious & Sunny Kensington Hills home w/Bonus Rooms"
825,1,2925,Hearst at Shattuck,1457251200,12,-122.269592,37.873905,2,Beautiful 2 Bed/1 Bath Apartment available at June 1st
650,1,1700,440 Moraga Way,1457251200,0,-122.163355,37.858913,1,Separate Unit in a Single House
724,1,3216,100 Grand Ave,1457251200,11,-122.26618,37.811527,1,"Views of Lake Merritt, Juliette Balcony & Spacious Home! - The Sydney"
1560,,4395,Arch at Vine,1456819200,19,-122.264957,37.881984,2,"Fully Furnished House Available May 19th 2016, 3-6 months; Walk to UC"
,,3750,Ridge Rd. at Euclid,1457251200,14,-122.259636,37.875937,2,Extra QUIET for STUDYING nxt to SODA HALL CHARM 1 BLK to NORTHSIDE UCB
,,4500,,1457251200,0,-122.275171,37.881757,4,Beautiful 4BR Gourmet Ghetto Home
2100,2,8250,2740 PARKER STREET,1457251200,24,-122.252083,37.864063,5,♥ QUALITY HOUSE CLOSE TO UCB*WANT EXPERIENCED TENANTS & REFERANCES
770,1,2450,48th at Telegraph,1457251200,16,-122.26358,37.834926,2,Beautifully Updated 2/1
650,1,2600,1833 63rd at Dover,1457078400,11,-122.269914,37.84829,2,"Lovely, Bright 2-bedroom, 3-Blocks from Bart"
550,1,1800,Dwight Way at Dana,1457078400,0,-122.26128,37.864926,0,"Very Spacious Nice Studio For 2, Secur Bldg, UC 8 Min, Open House Sat"
750,1,2395,prince at king,1457164800,5,-122.27458,37.852126,2,"2 bedroom, walk to ashby bart"
880,1,2950,792 60th Street at Martin Luther King,1457078400,9,-122.270472,37.845359,2,Renovated 2BD/1BA Unit w/Large Yard in NOBE!!!
993,2,3300,585 9th St. at Clay,1456819200,24,-122.276416,37.801884,2,Penthouse Two Bedroom at Market Square **3 Blks to BART**
700,1,2495,306 LEE STREET,1456905600,21,-122.255988,37.811361,1,☎ OPEN SAT all DAY *LIVE WITH STYLE*LAKE MERRITT*MODERN BOUTIQUE BLDG
750,1,2800,Dwight Way at Dana,1457078400,0,-122.26128,37.864926,2,"Very Large 2 BR Apt, Secure Bldg, Dwight Way & Dana, Open House Saturd"
,,3000,,1457164800,0,-122.26908,37.874825,2,Apartment a short walk to UC/BART available June 1st
,,1800,,1457164800,0,,,0,2Br Apt. Newly Remodeled NOEB
,,1875,2019 Delaware,1456732800,5,-122.269828,37.87487,1,Big 1 bed great location near UC! Utilities included!
1000,1,2250,1039 57th St at Gaskill St.,1456905600,4,-122.280442,37.840909,2,2 Bed 1 Bath w/extra Den/Sunroom
900,1,2975,833 - 54th Street at Martin Luther King,1457164800,17,-122.272382,37.838649,2,"Luxurious apt. granite countertops, dishwasher, built-in microwave"
2700,,2450,5071 wilmont ct,1457164800,9,-121.808445,37.962437,4,"4 Bedrooms, 3 and 1/2 BA one story house in Antioch"
,,2295,2087 Delaware,1457164800,24,-122.269411,37.874776,1,6/1 1 BED in Gourmet Ghetto Close to UC! Cafes Et Al
,,2895,2575 LeConte,1457164800,24,-122.2655,37.8784,2,6/1 Fantastic 2 BED in LeConte
,,750,Liberty Street at Manilla,1457164800,0,-122.314781,37.924624,0,"El Cerrito, 1 Bedroom available in shared apartment ($750)"
,,2895,1929 Delaware,1457164800,20,-122.272498,37.874335,2,6/1 2 BED w/ Huge Bedrooms 2 Blocks from Gour Ghetto & UC campus!
,,2895,1932 Hearst,1457164800,24,-122.272548,37.873431,2,6/1 2 BED on Hearst! Close to Campus H/W Flrs
,,4195,2423 Blake,1457164800,20,-122.260107,37.864141,3,6/1st Gorgeous 3 BED in Blake Blding H/W Flrs Open Sat.
714,1,2878,6399 Christie Ave,1457164800,9,-122.29558,37.844026,1,1-Bed/1-Bath Apt Located in Emeryville
1073,2,3867,6399 Christie Ave,1457078400,7,-122.29558,37.844026,2,2-bed/2-bath Available TODAY At Avenue64! Walking closets!
,,1990,,1457164800,0,-122.264593,37.86425,1,"Open House, TODAY, 5-6pm, Great South Side Location!"
1050,,3375,5540 Doyle Street,1457164800,3,-122.286994,37.838988,1,Don't Miss this Great 1BD/1.5BA Loft - Last Available!
1345,2,4995,San Pablo at Ashby,1456992000,9,-122.28698,37.852226,3,Higby Apartments Welcome to your brand new home!
1150,2,3995,San Pablo at Ashby,1456992000,10,-122.28698,37.852226,2,Higby Apartments Welcome Home!
1155,2,3995,San Pablo at Ashby,1456905600,9,-122.28698,37.852226,2,Higby Apartments- Flexible leasing terms at no additional fees!!
731,1,2765,6399 Christie Ave,1457164800,6,-122.29558,37.844026,1,Your dream home is waiting for you!
,,2275,Berkeley Paek RD at Stratford,1456992000,9,-122.28518,37.900925,1,", Spacious, 1bedroom plus with Gorgeous Bay view"
,,2795,2087 Delaware,1457164800,23,-122.269411,37.874776,2,6/1 2 BED in Gour Ghetto Remodeled & Beautiful! H/W Flrs
,,1500,University at Bonar,1457164800,6,-122.28768,37.869626,0,Spacious Studio with Tons of Natural Light in a Great Location!
1150,2,3995,San Pablo at Ashby,1457164800,11,-122.28698,37.852226,2,Higby Apartments- Refined Living
824,1,3280,Haste at Shattuck,1457164800,9,-122.26788,37.865026,2,"Fits 4 ppl! Furnished apt. from mid-May to Aug 8th, opt to extend*"
585,1,3495,2210 Durant Ave,1457164800,12,-122.265172,37.866774,3,1 Block to UCB - 3bd/1ba Avail 6/15 for 4-5 roommates - WED Showing!
1150,2,3995,Sna Pablo at Ashby,1457164800,8,-122.2851,37.8656,2,Higby Apartments- Brand New Building with breathtaking views
835,1,2995,2609 Ellsworth Street,1457164800,15,-122.262361,37.862395,2,Southside 3bd/1ba Avail 8/1 - Showing on TUESDAY!
,,3950,Channing Way at California Street,1457164800,6,-122.278883,37.864487,2,"Short term, charming 2-3 bedroom furnished home, courtyard garden"
,,3950,Channing Way at California Street,1457164800,6,-122.278883,37.864487,2,"Short term, charming 2-3 bedroom furnished home, courtyard garden"
1200,1,3500,Keith Ave at Euclid,1457164800,10,-122.263497,37.890326,2,**2 bed/1bath mid century modern house for rent $3500/month**
642,1,1800,1084 24th St,1456905600,23,-122.28241,37.816916,2,GREAT 2BR Apartment!! Onsite Laundry! Showing SUNDAY 11am-1pm!
1255,2,3995,3015 San Pablo AVe,1457164800,18,-122.2851,37.8656,2,We Have The Home For You-Live Higby
,,1795,2275 Park Blvd,1457164800,10,-122.245779,37.801477,1,"2275 Park, HW Floors, Updated Kitchen, Top Floor, Close to Lake"
,,2500,830 East 28th Street at Park Blvd,1457164800,22,-122.237555,37.802537,2,~*~*~ $1000 Rent Discount to Move in - Plus a Great Rent ~*~*~
600,1,2150,California St at Prince st,1457164800,0,-122.279463,37.86652,1,1 bedroom apartment 2150.00
,,700,,1457164800,0,-122.257,37.8664,1,One bedroom close to the UC campus
,,700,,1457164800,0,-122.257,37.8664,1,One bedroom close to the UC campus
,,700,,1457164800,0,-122.257,37.8664,1,One bedroom close to the UC campus
,,700,,1457164800,0,-122.257,37.8664,1,One bedroom close to the UC campus
,,3800,1585 Brunswig lane,1457164800,17,-122.292852,37.835683,2,Upscale Shopping & Dinning at Your Doorstep!!
,,700,,1457164800,0,-122.257,37.8664,1,One bedroom close to the UC campus
,,700,,1457164800,0,-122.257,37.8664,1,One bedroom close to the UC campus
,,1595,Dwight Way at Milvia St,1457164800,0,-122.27028,37.863626,1,"1947 Dwight Way, Apt# 3B"
705,1,2750,1122 university ave,1456992000,5,-122.291751,37.869116,2,2 bed 1 bath - Unit 206
,,1650,,1457078400,0,-121.9167,37.8321,1,"Furnished bedrm,own bath,nr all,"
,,1389,Buchanan at Pierce,1457078400,2,-122.25,37.5,1,Cozy inAlbany: 1 br 1 ba apartment
869,1,2250,Lakeshore Court,1457078400,7,-122.345394,37.911385,2,"Marina Bay, Richmond 2/1 Condo"
3400,3,8600,,1457078400,12,-122.2648,37.7706,5,Elegant furnished home; rented on a monthly basis
,,2150,431 Lee street,1457078400,16,-122.256866,37.810343,1,"431 Lee St.- Large 1BD/1BA, Close to lake, Adam's Point"
,,2345,365 Perkins Street,1457078400,18,-122.255375,37.811389,1,"365 Perkins St. - Condo Unit, Newly Remodeled, Coming Soon!!"
,,2295,250 Grand Ave.,1457078400,19,-122.259142,37.809835,1,"250 Grand Ave, Charming Vintage Building, Great views of the Lake"
,,2225,400 Orange St.,1457078400,8,-122.254608,37.816805,1,"400 Orange St, Condo-quality, Adam's Point, Walk to Lake"
