,address,bathrooms,bedrooms,description,latitude,longitude,sqft,title,price per room
85,1325 40th St,1,1,"
Call Now -
When you choose to live at Bridgecourt, you'll find more than a beautiful place to live. You'll find a place to call home - luxury apartment features, exceptional amenities and great location. A place where well-trained management and maintenance professionals focus on resident service and your satisfaction Bridgecourt Apartment Homes is the best kept secret in Emeryville! These apartment homes unmistakably capture the spirit of progressive urban living. Here, Emeryville rich industrial heritage is combined with contemporary architecture and modern design. Bridgecourt is a unique residential opportunity in the East Bay...a distinctive retreat you can call home. Bridgecourt is just minutes away from shopping, entertainment, and employment in Emeryville and in neighboring San Francisco, Oakland, and Berkeley. 
Features:
Cable Ready, View, Walk In Closets, Wash and Dryer, Microwave, Controlled Access, Stainless Steel Appliances, Dishwasher, Vinyl Floors, USB Outlets, Garage, Refrigerator 
Community Amenities:
Pool, Laundry Facilities, Fitness Center, Public Transportation, High Speed Internet Ready, Sauna, Storage Space, Elevator, Clubhouse, OnSite Management, Spa, Gated/Covered Parking Included 
Interested in more information? Visit link below:
http://leasing.amcllc.net/zr7202
Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #1525033 
Equal Housing Opportunity 
xZEpjWW8E
",37.829819,-122.283958,554,We're Running Great Specials All Weekend Long!,2395
86,3900 Adeline,0,1,"
Open House Today from 12-4pm at 3900 Adeline in Emeryville. All Units Available for viewing. We have over 40+ floor plans to select from. Units are going FAST!
",37.829935,-122.279278,0,BRAND NEW Community in Emeryville,2450
87,40th St at Hollis St,1,1,"
Call Now -
When you choose to live at Bridgecourt, you'll find more than a beautiful place to live. You'll find a place to call home - luxury apartment features, exceptional amenities and great location. A place where well-trained management and maintenance professionals focus on resident service and your satisfaction Bridgecourt Apartment Homes is the best kept secret in Emeryville! These apartment homes unmistakably capture the spirit of progressive urban living. Here, Emeryville rich industrial heritage is combined with contemporary architecture and modern design. Bridgecourt is a unique residential opportunity in the East Bay...a distinctive retreat you can call home. Bridgecourt is just minutes away from shopping, entertainment, and employment in Emeryville and in neighboring San Francisco, Oakland, and Berkeley. 
Features:
Vinyl Floors, USB Outlets, Microwave, Stainless Steel Appliances, Dishwasher, Cable Ready, Controlled Access, Garage, Wash and Dryer, Walk In Closets, Refrigerator, View 
Community Amenities:
Gated/Covered Parking Included, Clubhouse, High Speed Internet Ready, Spa, Public Transportation, Laundry Facilities, OnSite Management, Storage Space, Elevator, Fitness Center, Sauna, Pool 
See our property details here:
http://leasing.amcllc.net/idL363
Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #1525033 
Equal Housing Opportunity 
pJWZIbYU0h
",37.830281,-122.285778,788,Bay Bridge Views,2595
88,Adeline Street at Yerba Buena,2,1,"
FURNISHED. Turn key1518 Sq Ft, bi-level loft. 1 large open bedroom in mezzanine + large den - that can be used as an office, family room guest room, exercise room - 2 full bathrooms, 2 parking spaces.
Easy access to Berkeley, San Francisco and major freeways, walking distance to Trans Bay Line C. Emery-Go-Around, BART (McArthur Station) and Amtrak. 
Available: April 5, 2016.
36 minutes to San Francisco Financial District - Line C Transbay
3 minutes walk to FREE Emeryville Shuttle to BART station, Bay Street and more
21 minutes drive to San Francisco Financial District
Oakland Int. Airport 10.63 miles (approximately 19 minutes)
San Francisco International Airport 20.94 miles (approximately 28 minutes)
University of California, Berkeley 5.58 miles (approximately 11 minutes)
Union Square, San Francisco 10.47 miles (approximately 18 minutes)
Conveniently located near, Bay Street shopping, entertainment, and fine/casual dining.
The loft has a bright open floor plan w/soaring ceilings, private balcony, 2 full spacious bathrooms, lovely bamboo flooring on main floor and Berber carpeting on mezzanine. Gas burning fireplace in living room, intercom, refrigerator, gas stove, microwave, dishwasher and washer/dryer. Tandem parking (2 cars one behind the other) in gated parking garage.
Furnishings: King-size bed in mezzanine level, queen sofa bed in den, side tables, dressers, clothes hangers, towels, linen, 2 TVs, 1 DVD, 1 PS3, printer, cooking utensils, pots, pans, etc.
Utilities included: Water, garbage, telephone, WiFi, PG&E.
",37.830327,-122.27918,1518,"LOFT Furnished, DEN, 2 parking spaces",3450
89,West St at 37th St,2,2,"
Newly remodeled 2 Bedroom and 2 Bathroom unit available now! Enjoy this spacious home that boasts a grand backyard serving as a green oasis with a bountiful avocado tree.
The home is in the highly-sought after North Oakland, Berkeley, Emeryville (NOBE) area. It's a commuter's location since it's a short 2 blocks from the MacArthur Bart and just minutes away from the I-580 and I-880 highways. 
Walkscore - 79, Bikescore - 90, Transitscore - 73
Location & Community Details
- Close to cafes, local eateries, and they're all walking distance
- Easy access to SF & Silicon Valley (580, 80 & 24
- Free Emery Bus Shuttle to BART within walking distance (few blocks)
- Close to Bay Street Shopping & IKEA
About the Unit
- New Stainless Steel Appliances including a new W/D
- Granite Counter Tops
- New flooring, lighting, blinds, fixtures throughout the bedrooms and bathrooms
- Private Entrance and Exit-way
- Dedicated Parking and Off-street Parking
- Gated, spacious Backyard that you can make your own
- Minutes to Bart
About You
- Section 8 is NOT considered for this property
- Minimum credit score of 670
- Responsible, clean, and professional with rental/housing references (2 adults preferred, but no more than 4 to the unit; family okay)
- Can show proof of income and submit to background/criminal investigation; LinkedIn profiles welcome
- Pet-free, smoke-free, and drug-free
- No subletting
- Able to sign at least 12-month lease 
- Able to provide security deposit (equivalent to rent) + first months rent (upon moving in)
Details
- 2 Bedrooms / 2 Bathrooms (1 Master Bedroom w/ En Suite Bathroom)
- Sq Ft - ~1,000 sq ft
Rental Terms
- Rent: $3,550
- Garbage included. Tenant(s) pay utilities, gas, electric, and water. 
- Duration: 13 months (longer duration available)
- Available: March 14, 2016
- Application Fee: $40
- Security Deposit: $3,550
- Move-in: Application, First Month's Rent, and Security Deposit 
",37.830427,-122.27148,1200,"Newly Renovated 2 BD/2 BA, W/D, 2 Blocks from MacArthur BART, NOBE",1775
90,1121 40th ST at Adeline Street,1,1,"
1121 - 40th Street Unit 4205, Emeryville
Rental Rates continue rising in SF. Come to sunny Emeryville!!!
Andante Condominiums
1121 40th Street, Emeryville
ABOUT THE UNIT
This unit is located on the 2nd floor facing adaline st and garden. Very well detailed unit with 1 bedroom and 1 full bath. Bright, airy open kitchen and dining room combination with living room area and deck. Excellent exposure to afternoon summer sun. All modern stainless appliance upgrades too. Includes dishwasher, granite countertop, refrigerator, microwave, wood floor, carpet. Parking space included. Approximately 625 square foot unit.
ABOUT THE LOCATION
Andante is located at a premiere corner of Emeryville, at the intersection of San Pablo Ave, 40th and Adeline Streets. Andante is close to Bay Area transportation, Bay Bridge, University of California Berkeley, downtown Oakland, walking distance to many Emeryville's jobs, including Chiron and Pixar Studios. Excellent public transportation to BART, AC Transit to downtown Oakland and San Francisco.
ABOUT THE BUILDING
The Andante is a 125-unit condominium development on 1.83 acres of land in the heart of Emeryville. It is located on the site of the King Midas Card Club, which closed in 1998.
This mixed-use building was designed by HDO Architect Planners, developed by SNK Development and completed in 2005. Amenities include gated secured entry, a fitness center, spa, elevators to all residential levels, private open space/courtyard with seating area and parking for 263 cars. There is 15,000 square feet of ground floor commercial space consisting of restaurants and retail stores.
One- bedroom floor plans at the Andante include sound-controlled walls and floors, granite countertops, laminated wood flooring in the entry and kitchen, ceramic tile flooring in the bathroom, birch and cherry laminated cabinets with satin chrome pulls and an 8-inch-deep dual stainless steel sink. Unit offers upgraded plumbing fixtures, including a Kohler pull-spray kitchen faucet, walk-in closets with shelving, private outdoor space and abundant natural light.
For more information, contact Fred Vaghar at
http://www.andanteemeryville.com for more pics!
This contemporary condo offers outstanding location in Emeryville's most desirable location. Located on the corner of 40th & San Pablo off Adeline St. This sophisticated unit features the following amenities:
* Excellent commute location - just minutes from SF & most bay area cities
* 1 bedroom with walk-in closet, 9 foot ceilings, plush carpet & upgraded laminate wood flooring
* Second Level unit with natural sunlight on both sides of the unit
* Elevator in building from parking garage.
* Gated community with manicured gardens, & pass card entry.
* Full bathroom with large soaking tub, granite counters, mirrored vanity, and ceramic tile floors
* Light filled living room with direct access to outdoor deck via sliding glass door.
* Upgraded kitchen with newer stainless steel appliances including electric range, refridgerator, microwave and dishwasher. Granite countertops and custom cherry cabinets with brush nickel hardware.
* Custom built-in work stations * Full size washer and dryer in unit.
* Exclusive parking for 1 car in secure garage, secured public parking available for guests.
* Gym and Fitness center
* One year lease preferred
* Internet and all utilities are included.
",37.830667,-122.278862,625,"Contemporary/Urban One Bedroom Condo, 'Andante' Emeryville",2400
91,Montgomery Street at Pleasant Valley Avenue,0,1,"
$1850 Month $2000 Security Deposit.
One bedroom unit in a craftsman triplex house in a very walkable 
area near amazing Piedmont Ave restaurants, cafes and shopping.
Cozy living-dining area with beautiful hardwood floors throughout. 
Nice craftsman-style built-ins.
Newer carpet. Walk-in closet.
Bathtub / Shower. Gas stove and Heat.
Huge Backyard for you to enjoy.
Very convenient location:
Easy commute to San Francisco.
Just over 2.5 miles to UC Berkeley Campus.
Public Transit just a block from your door.
Short walk to California College of the Arts ( CCA )
and Rockridge Shopping Center. 
Close to College ave. and Piedmont Ave. shops and Cafes.
Short drive to BART, easy commute to San Francisco.
Near Kaiser Hospital, Children's Hospital.
Street Parking.
Landlord pays Garbage
Tenant pays Gas, Water and Electric 
Six month lease available.
No Smoking. No dogs Please One Cat ok.
No application fees.
If you have a recent (last 30 days) credit report please
bring it for your application.
Near the corner of Montgomery Street and Pleasant valley Rd Oakland.
Call for exact street address. Available now for showing.
",37.831209,-122.249293,600,"One bedroom apartment in a Craftsman triplex house, very walkable area",1850
92,0 0,0,1,"
Furnished 1 bedroom with your own bathroom in the San Ramon/Danville area. Like an in law unit on the first floor of the house. The room is furnished with a queen size bed, beddings, TV, dresser, desk, chair, night stand. There is internet and cable. Just bring in your clothes. There is laundry and cooking amenities. The owners (couple) mostly live on the second level of the home.
Have separate entrance. A lovely place & community to live in!
Pls. call
or email with your name, tel. no and when you need the rental. Just bring in your clothes. 
The rental is near most amenities, groceries, restaurants, cinema, postal services, businesses, plaza, shops . It is near San Ramon (Bishops Ranch), Danville, Pleasanton, Livermore, Walnut Creek, Lafayette, SF, Berkeley, Oaklnad & other surrounding Bay Area cities. . 
",37.8321,-121.9167,0,"Furnished bedrm,own bath,nr all,",1650
93,41st Street at Adeline Street,0,1,"
Award Winning Green Building - Green City Lofts
Blocks from PIXAR Studios
All Utilities Included - Gas, Electric, Water, Trash and Sewer
Radiant Heat Floors Throughout - No Dust & No Allergens
Brazilian Cherry Hardwood Floors Throughout 
Impressive 20 Foot High Ceilings w/ Floor to Ceiling Windows with Spectacular Views of the Sunrise & Moonrise 
Private Balcony w/ Views of the Berkeley Hills & Downtown Oakland
Peek View of the SF Skyline 
Upstairs Bedroom w/ Walk In Closet & Bathroom w/ Bathtub
Half Bathroom Downstairs
Small Office Alcove in Entry Way
Premium Front Load Washer & Dryer
1 Secure Covered Parking Space in Garage
Secure, Gated Building with Telecom Entry
Non Smoking Unit
1200 SqF
QUIET QUIET Environment 
No Pets 
1 Year Lease, $2,850 Security Deposit, Must Provide Credit Report and Income/Employment Verification, Good Credit Required
*Available for March Move-In
Fantastic & Convenient Location on Emeryville/Oakland Border, 3 Blocks from Pixar Studio, Close to MacArthur BART. Next Door to gastropub Propaganda and Walking Distance to Safeway, Smash Burger & Panda Express.
Convenient to Hwys 580/880/80 and Bay Bridge (about 15 minutes to Downtown SF), 
Only One Block Away from EmeryGoRound Free Shuttle w/ Service to BART, Bay Street Shopping and Emeryville Marina / AC Transit
",37.832427,-122.27838,0,Loft - All Utilities Included,2850
94,4205 market st,1,1,"
commercial space 
4-6 blocks to macaurther Bart 
New remodel nice cozy live/work studio maybe loft great for single or couple f bus to sf is 10 steps away near the temescal cafe/restaurant Strip
Berkeley 5/10 minutes away area is great
Only garbage is included in this space
No laundry ??
minutes away from downtown Oakland
",37.832531,-122.273746,525,BIG STUDIO-LIVE/WORK-MINI LOFT,1750
95,288 Whitmore,1,1,"
Newly remodeled one bedroom one bathroom condo in Lower Rockridge available now. Perfect for someone looking for a nice clean place which is secure, comfortable and well located. Would be ideal for someone working in Downtown Oakland, Emeryville, Berkeley or commuting to SF. 
THE CONDO
- All new kitchen with quality cherry cabinets, wonderful stone counters with breakfast bar and high end appliances
- Remodeled bathroom
- Large living room and separate dining area
- New lighting
- Balcony
- Laundry only a few steps down your hall
- Fully and nicely repainted
- Includes water and trash
THE BUILDING
- Well managed complex
- Includes Pool, Hot Tub, Gym, Sun Deck and Sauna
- Secure indoor parking included
LOCATION
- Across from Rockridge Shopping Center
- Walking distance to Piedmont and College Avenues
- Near Kaiser and Children's Hospitals and MacArthur and Rockridge BART
- Close to freeways
- Easy Access to Downtown Oakland, Emeryville and Berkeley
Contact Mark at
or Albert at
",37.833463,-122.252212,675,Newly Remodeled One Bedroom One Bath Condo- Available Now,2185
96,1000 43rd Street,1,1,"
Beautiful loft for rent bordering Emeryville/Temescal/South Berkeley neighborhoods. Live/work spaces with two sunny courtyards perfect for container gardens, projects or gatherings.
",37.833527,-122.27628,800,Beautiful Live/Work Loft For Rent,2500
97,48th at Telegraph,2,3,"
494 48th Av., Oakland, CA\
Temescal Beauty, Updated throughout\
All new Appliances including dishwasher, built in microwave and inside laundry.\
Close to BART, all major freeways and UC Berkeley.\
Call Katrina Today at
",37.834926,-122.26358,1000,Don't Miss This Temescal Beauty! 3/2 - $2800,933
98,574 48th St at Shattuck,1,2,"
We are delighted to present to you a Green Friendly spacious, sun-filled two bedroom, one bath condo that is perfectly placed in the Heart of Temescal. Offering you an impressive ""great room"" open floor plan that feels very modern with sleek bamboo floors and lofty high ceilings. The two generously spaced bedrooms have new carpet and feature some views of Oakland. The designer bathroom includes a stackable washer and dryer. The entire home has been freshly painted. The kitchen offers you an efficient lay-out with stainless steel appliances and stylish granite countertops. Other features include: Secure car/bike parking and extra storage, super insulation &amp;amp;amp;amp; sound reducing windows, and a hydronic heating system. 
This home is just a few blocks to Telegraph Avenue Shops and many fine restaurants including Burma Superstar, Pizzaiola and Dona Tomas. BART and freeways are nearby with SF, Berkeley, Downtown Oakland and Emeryville all an easy commute!! As a bonus, the TEMESCAL FARMER'S MARKET is just a few blocks away!One Year Lease
Water and trash Paid
Pet Negotiable-Ask for Details
",37.835451,-122.265005,1113,Beautiful 2 Bed 1 Bath Condo in The Heart of Temescal,1600
99,1585 Brunswig Lane,0,2,"
Perched atop Bay Street in downtown Emeryville this Bay Street One apartment truly has it all. Imagine upscale shopping, checking out the latest movie or eating with friends at the hottest restaurants and all right at your doorstep. 
Enjoy the view of San Francisco Bay from your living room while enjoying desired features such as granite counters, high ceilings walk-in closets and more. 
Easy commute to downtown San Francisco, Oakland and Berkeley!
Moments away from beaches, the marina and bay side nature trails. The perfect place to call home!
Features
- High-speed internet access 
- Track Lighting 
- Granite Counter Tops 
- Stainless steel appliances
- Bay Views 
- Patios/balconies 
- Stackable Washer/Dryer 
- Gourmet kitchen 
- Walk-in closet 
-High Ceilings 
- Hardwood cabinets 
- Garbage disposals and dishwashers 
Please call Britnee with questions
",37.835615,-122.292337,1434,Location Location!! Upscale Shopping & Dinning at Your Doorstep!!,1900
100,1585 Brunswig lane,0,2,"
Perched atop Bay Street in downtown Emeryville this Bay Street One apartment truly has it all. Imagine upscale shopping, checking out the latest movie or eating with friends at the hottest restaurants and all right at your doorstep. 
Enjoy the view of San Francisco Bay from your living room while enjoying desired features such as granite counters, high ceilings walk-in closets and more. 
Easy commute to downtown San Francisco, Oakland and Berkeley!
Moments away from beaches, the marina and bay side nature trails. The perfect place to call home!
Features
- High-speed internet access 
- Track Lighting 
- Granite Counter Tops 
- Stainless steel appliances
- Bay Views 
- Patios/balconies 
- Stackable Washer/Dryer 
- Gourmet kitchen 
- Walk-in closet 
-High Ceilings 
- Hardwood cabinets 
- Garbage disposals and dishwashers 
Please call Britnee with questions
",37.835683,-122.292852,0,Upscale Shopping & Dinning at Your Doorstep!!,1900
101,0 0,0,3,"
Light and bright 3 bedroom/1 bath upper unit in duplex.
You must see this wonderful apartment.
Large combination living room/dining room
Nice kitchen - gas oven and range
Large deck adjutant to back yard
Fenced back yard
Lots of privacy
Close to Alcatraz ave. and Ashby ave.
Close to Rockridge BART station.
Closed to UC Berkeley campus, shopping, transportation, etc.
Interior is all one level.
AVAILABLE NOW
$2495--Includes water and garbage
One-year Lease plus 1.5 month security deposit.
NO PETS 
NO SMOKING
No section 8
Please do NOT disturb tenants
Please contact Zohre Grothe at
for more information
NO EMAILS PLEASE - CALL TO SET UP APPOINTMENT
",37.8361,-122.2637,0,Light and Bright Lovely 3bd upper unit,831
102,41st street at market,0,1,"
Apartment walk-through by appointment only.
Neighborhood Highlights:
",37.8365,-122.2804,0,Corner Apartment Unit available in North Oakland / Emeryville,1850
103,5 Admiral Way,1,1,"
1 bedroom 1 bath condo with new carpet and tile. It is near all public transport .restaurants schools colleges at the desirable Watergate Complex in Emeryville. Amenities include gym, 4 heated pools, hot tub, sauna, steam room, on site laundry, 24 hour security, and more! The unit has a patio with a and a garage parking space. Free shuttle to BART ""EmeryGoRound"" and easy access to freeways. Minutes to SF.
*EZ access to Berkeley and San Francisco. Transportation is readily provided with the AC Transit Rapid Line, BART, and Amtrak, 
*This exceptional location has made Emeryville a favorite with some of the Bay Area best employers, including Pixar, MobiTV, TubeMogul and Novartis. The Watergate market is next door for convenience, along with UPS, Watergate Cleaners and Roba's Pizza CafÃ©. Trader Joe's, the Emeryville Public Market, Bay Street, and many popular restaurants and coffee shops within walking distance. Berkeley Bowl is 2 miles away. Water, sewer, garbage, 1 assigned garage parking space included
Sunny 1 bedroom/1 bathroom
Balcony
Great light
Security deposit $2325. 
* No pets & No smokers.
*PLEASE TELL US ABOUT YOURSELF and what you need & want in your new home.
",37.837368,-122.302504,667,1 bath Condo next to the Water,2095
104,6 Admiral Drive,1,1,"
Just remodeled 1 bed + 1 bath + Full Kitchen + Dining room + Living room + Private Patio + 1 Assigned Secure Covered Parking
New paint, new carpet, updated kitchen, mirror closets, clean and bright unit!
Great Location,
- Watergate residential community, nestled on a peninsula jutting into San Francisco Bay. http://www.watergatecommunityassociation.com/
- 12 minutes from downtown SF financial district,
- short commute (BART or car) to downtown SF, Financial district, Pixar, Novartis, Bayer, Alta Bates, Kaiser, yahoo , facebook , genentech , tweeter , UC, Oakland and Berkeley. 
- Emeryville Police and Fire departments are also around the corner, making this development very safe and favorite of young single women.
- Free Emeryville shuttle to Bart and Apple shuttle station
- 3 minutes to Trader Joe's
- Electric car charging station
- 3 minutes to Shelmound street and Bay street with all shops and restaurants.
- Next to Emeryville Marina
- Easy Freeway Access 80 , 580, 880, 980 , 24 , 13
Address: 6 Admiral Dr, Emeryville, CA 
Amenities:
- Gyms
- Heated Swimming Pools
- Tennis Courts
- Sauna and steam rooms
- Indoor/outdoor Jacuzzi
- 24 hour Security monitoring and patrols
- Electric car charging station
- Free Emeryville shuttle to Bart, down town, and Apple shuttle station
- Huge Laundry room with new european style modern machines just steps from this unit
Included in rent:
- Access to all development amenities
- Basic Cable TV
- Water
- Sewer
- Garbage
The Scene,
Mostly single young professionals, physicians, consultants, attorneys, pharmacists, engineers, and managers ( Very popular with women since it is very safe and secure ).
Terms:
- Move in February 
- One year lease. 
- $ 1999 per month
- $ 1999 security deposit
- 1rst and last month rent due upon move in 
- $205 registration fee with Watergate.
No pets, no smokers, this development is pretty strict with noise disturbances and does not allow dogs on the grounds. If you like it clean and orderly, this is for you! If you like loud parties, not so much.
This is a hot rental market and there are very few units available at Watergate, don't risk loosing this unique spot!
live the same distance from dt sf as nob hill , noe valley , soma , castro , mission , pacific heights , north beach , telegraph hill , russian hill .
",37.837369,-122.302505,650,Just remodeled 1 Bedroom Condo with private Patio (650 SF),1999
105,5115 Shattuck Ave,1,2,"
Everything NEW!!!!!! Available NOW!!!
PLEASE view the property virtual tour before calling for open house appointment 
https://my.matterport.com/show/?m=d6CgVgWLUCB
This is an unfurnished upper unit with 2 bedrooms and an fixable bedroom/sitting room, 1 full bathroom single family in the neighborhood of Temescal. 
# ALL new hardwood floor, new paint (non-VOC), modern light fixtures.
# Large kitchen with island
# Appliance included: Refrigerator, dishwasher, gas-operated stove, stove-top oven.
# HVAC heating 
Easy-access neighborhood:
Property located at heart of the thriving Temescal neighborhood. Close to everything. Across street from Peet's coffee, award-winning restaurant, grocery,pharmacy, banks, you name it. 
1-2 blocks from bus stops
Bus line 1, 1R, 12 to Downtown Berkeley, UC Berkeley campus, Sather Gate, Downtown Oakland, Lake Merrit
Bus line 800 transbay to Downtown San Francisco
Walk score 92
Bike score 86
#No section 8 application
#Credit check is required
#Minimum credit score 600
#Minimum 9-month verifiable household income $5600/mo
#$35 application fee per adult
Lease terms:
$2,800 per month
$2,800 security deposit
Owner pays garbage fee only
Tenant pays water, PG&E, internet, TV cable
Pet policy: Indoor CAT only, negotiable pet rent and deposit
SORRY, NO WALK-IN!! BY APPOINTMENT ONLY!!
Contact Vaness
between 10:00 AM to 6:00 PM (Mon thru Fri)
",37.837659,-122.264695,890,"Walking distance to the Children's Hospital, Cozy 2 bedrooms Unit!!!",1400
106,4 Anchor Drive,1,1,"
 in this 851 sq. ft. 1 bedroom condo at Watergate, Emeryville's premiere resort condominium community. It's a commuter's dream just 15 minutes from SF, 10 minutes from UC Berkeley.
Upgrades include  The large dining room will accommodate a good sized dining room set and the spacious bedroom has two large closets with mirror doors that bounce back the water view. This extraordinary condo is located  with one of the year round heated swimming pools with an indoor entrance, an indoor spa and a coed sauna as well as ping pong and racquetball courts. For a handy happy hour with delicious pupus or a great Polynesian themed meal, Trader Vics is just a few yards from the building entrance.
Watergate is an urban oasis in the heart of the Bay Area. Its central location, free shuttle to BART, well established casual carpool to SF and dedicated freeway entrance to Bay Bridge approach makes for an easy commute to SF or anywhere in the East Bay.  
Rent includes parking, water, hot water, garbage and 82 channels of cable TV. AVAILABLE APPROX. MARCH 19+/- for $2,395 on a 1 year lease. Security deposit $2,695. Application fee $30 per person. There is also a $30 per person move-in fee ($25 of which is refundable). NO PETS, NO SMOKING please. 
For more information or to view,  (BRE# 00692528 at the Realty World - Waterfront Sales and Leasing Office in the heart of the Watergate Complex. 
Realty World Waterfront (DRE #01943875 :: 10 Commodore Drive, Emeryville :: Office Ph.
:: Office open 10-5 M-F, 11-4 Sat-Sun.
",37.837954,-122.307379,851,Beautiful TOP FLOOR 1 BR w/ FANTASTIC BAY & MARINA VIEWS,2395
107,833 - 54th Street at Martin Luther King,1,2,"
2 bedroom 1 bath apt. in Oakland North Temescal. Oakland, CA. 4 unit building.
YOU HAVE TO SEE INSIDE TO SEE THE LUXURY OF THIS APARTMENT.
KITCHEN - Granite countertops, new kitchen cabinets, new dishwasher, gas stove/oven built-in microwave oven, new kitchen sink and faucet, new garbage disposal, new tile floors and ceiling lights.
LIVING ROOM - New french doors which open out to the balcony, brick wall, new windows, new hardwood floors.
BATHROOM - New shower with interior design style tiles, marble floors, new bathroom sink and vanity.
BEDROOMS - New windows in both bedrooms, new hardwood floors, large closets.
The apartment is 2 blocks from Children Hospital. It is also at the Berkeley border and next to Emeryville. It has Emeryville zip code but Oakland address. It is easy access to UC Berkeley and the technology companies near by in Emeryville. 
The apt. is also 2 minutes from Highway 24 freeway and easy access to San Francisco, Emeryville, Berkeley, Alameda, Oakland, San Leandro, Hayward, Fremont and Walnut Creek.
OFF STREET PARKING - 1 assigned parking space and plenty on the street
laundry on 1st. floor of the building
NO SMOKING
A HOUSE TRAINED SMALL DOG IS ACCEPTABLE
Rent $2975.00 per month, Security deposit $2,975.00
AVAILABLE: March 1, 2016
Call
",37.83853,-122.272661,900,SUNNY APT. WITH A VIEW FROM THE KITCHEN,1487
108,833 - 54th Street at Martin Luther King,1,2,"
2 bedroom 1 bath apt. in Oakland North Temescal. Oakland, CA. Near Berkeley, CA. 4 unit bldg. .
YOU HAVE TO SEE INSIDE OF THIS APARTMENT TO SEE THE LUXURY.
KITCHEN - Granite countertops, new kitchen cabinets, new dishwasher, built-in microwave oven, new kitchen sink and faucet, new garbage disposal, new tile floors and ceiling lights.
LIVING ROOM - New french doors which open out to the balcony, brick wall, new windows, new hardwood floors.
BATHROOM - New shower with interior design style tiles, marble floors, new bathroom sink and vanity.
BEDROOMS - New windows in both bedrooms, new hardwood floors, large closets.
The apartment is 2 blocks from Children Hospital. It is also at the Berkeley border and next to Emeryville. It has Emeryville zip code but Oakland address. It is easy access to UC Berkeley and the technology companies near by in Emeryville. 
Easy access to San Francisco; Emeryville; Berkeley; Alameda; Oakland; San Leandro; Hayward; Fremont and Walnut Creek.
OFF STREET PARKING - 1 assigned parking space and plenty on the street
laundry on 1st. floor of the building
NO SMOKING
HOUSE TRAINED SMALL DOG IS ACCEPTABLE
Rent $2,975.00 per month, Security deposit $2,975.00
AVAILABLE: March 1, 2016
Call
",37.838581,-122.272789,900,SUNNY APT. WITH A VIEW FROM THE KITCHEN,1487
109,Christie Avenue,1,1,"
6363 Christie Avenue # 1721
Gorgeous 1 bedroom 1 bath @ Pacific Park Plaza with wide open views
Coin operated laundry on the same floor as the apartment
24 hour pool, fitness center, tennis and more
24 hour secured entry
Minutes to Emeryville Public Market
Free shuttle to BART, walk to Trader Joe's, Berkeley Bowl, Bay Street and more!
Close to freeways and minutes to SF by car or public transportation
Laundry on same floor but not in the unit
Available January 21st
Email me for details
Excellent credit and references necessary
NO PETS or SMOKING
",37.838626,-122.29478,768,"Sky high 1/1 with a view, parking, pool, gym and great location!",2100
110,833 - 54th Street at Martin Luther King,1,2,"
2 bedroom 1 bath in Oakland, CA. 4 unit building. close to Berkeley, CA. a few blocks from Emeryville.
This apartment is totally remodeled. New Kitchen cabinets, new dishwasher, garbage disposal, built-in microwave oven. New bathroom with modern tile shower, new bathroom floors. New vanity and new bathroom sink.
New hardwood floors, new french doors that opens out to the deck. Beautiful living room with brick wall. Large living room windows with french doors. This apartment is totally remodeled in an upscale design by an interior designer and fit for the business professional who wants a nice place to live.
Luxurious and close to highway 24, easy access to San Francisco, Emeryville, Berkeley, downtown Oakland, San Leandro, Hayward, Walnut Creek, Alameda and Fremont.
Off Street parking - 1 assigned parking space for each tenant.
Laundry room downstairs.
NO SMOKING
HOUSE TRAINED SMALL DOG IS ACCEPTABLE
Rent $2,975.00 per month
Security deposit $2,975.00
Available March 1, 2016
Call
",37.838649,-122.272382,900,"Luxurious apt. granite countertops, dishwasher, built-in microwave",1487
111,5540 Doyle Street,0,1,"
Â 11CB -- 1 Â bed / 1.5 bath / 1050 sq ft / $3,375  WORK, RETREAT AND RE-ENERGIZE  Icon is the perfect starting point to begin your day, right near the creative vibe of downtown Emeryville. The contemporary meets townhome design of Icon at Doyle reflects the local culture of innovation and it's balance of work and play. And when you're ready to head out for some urban adventures, Berkeley is close by with unique shopping, restaurants and a lively street scene. 
x641 Equal Housing Opportunity
",37.838988,-122.286994,1050,Charming 1 Bedroom 1.5 Bath Loft w/Large Patio $99 Down!,3375
112,1333 Powell Street,1,1,"
",37.839335,-122.288969,765,"Awesome Views, Vaulted Ceilings, and Great Amenities - Parc On Powell",3257
113,1333 Powell Street,1,1,"
",37.839352,-122.288958,734,Spacious 1 Bedroom w/ Custom Finishes & Washer/Dryer in Unit,2910
114,1333 Powell Street,1,1,"
",37.83936,-122.288947,734,Available in April - Luxury 1 Bedroom with Custom Finishes,2875
