,address,avg0,avg1,avg2,avg3,avg4plus,bathrooms,bedrooms,description,latitude,longitude,price,sqft,title,price per room
1248,1299 Carlotta Ave,0.0,0.0,2850.0,0.0,0,0.0,0.0,0,37.8827363,-122.2803451,0.0,0.0,0,2850
1249,1612 Hopkins St,0.0,675.0,0.0,0.0,0,0.0,0.0,0,37.8820539,-122.2808806,0.0,0.0,0,675
1250,1410 Parker St,0.0,0.0,4100.0,0.0,0,0.0,0.0,0,37.859943,-122.282291,0.0,0.0,0,4100
1251,1437 Ward St,0.0,2100.0,0.0,0.0,0,0.0,0.0,0,37.857998,-122.280637,0.0,0.0,0,2100
1252,1529 Russell St,1592.0,1457.0,1421.0,0.0,0,0.0,0.0,0,37.8554464,-122.2782939,0.0,0.0,0,1490
1253,1640 Ashby Ave,0.0,0.0,2424.0,0.0,0,0.0,0.0,0,37.853494,-122.275294,0.0,0.0,0,2424
1254,1661 Tyler St,0.0,863.0,0.0,0.0,0,0.0,0.0,0,37.8531028,-122.274474,0.0,0.0,0,863
1255,1311 Addison St,0.0,0.0,1015.0,0.0,0,0.0,0.0,0,37.869194,-122.285868,0.0,0.0,0,1015
1256,2345 West St,0.0,1370.0,0.0,0.0,0,0.0,0.0,0,37.864536,-122.284924,0.0,0.0,0,1370
1257,1403 Carleton St,1400.0,1421.0,0.0,0.0,0,0.0,0.0,0,37.85963,-122.282247,0.0,0.0,0,1410
1258,1619 Hopkins St,0.0,1355.0,1827.0,2639.0,0,0.0,0.0,0,37.882431,-122.281057,0.0,0.0,0,1940
1259,1347 Hearst Ave,0.0,0.0,1850.0,0.0,0,0.0,0.0,0,37.871614,-122.286035,0.0,0.0,0,1850
1260,1527 Russell St,0.0,888.0,0.0,0.0,0,0.0,0.0,0,37.8552096,-122.2784116,0.0,0.0,0,888
1261,1628 Ashby Ave,0.0,1370.0,0.0,0.0,0,0.0,0.0,0,37.853459,-122.275555,0.0,0.0,0,1370
1262,1035 Euclid Ave,0.0,0.0,2639.0,2601.0,0,0.0,0.0,0,37.891126,-122.263995,0.0,0.0,0,2620
1263,1535 Julia St,0.0,1300.0,0.0,0.0,0,0.0,0.0,0,37.8546059,-122.277761,0.0,0.0,0,1300
1264,2235 Bonar St,0.0,0.0,2346.0,2800.0,0,0.0,0.0,0,37.8656229,-122.286359,0.0,0.0,0,2573
1265,1643 Prince St,0.0,1345.0,0.0,0.0,0,0.0,0.0,0,37.852285,-122.274689,0.0,0.0,0,1345
1266,3114 Ellis St,0.0,0.0,2104.0,0.0,0,0.0,0.0,0,37.851627,-122.273271,0.0,0.0,0,2104
1267,1816 Woolsey St,1650.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8511499,-122.272106,0.0,0.0,0,1650
1268,1015 Euclid Ave,1167.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8913534,-122.2645639,0.0,0.0,0,1167
1269,1547 Hopkins St,0.0,0.0,2005.0,0.0,0,0.0,0.0,0,37.881618,-122.2825444,0.0,0.0,0,2005
1270,1325 Sacramento St,0.0,1500.0,2750.0,0.0,0,0.0,0.0,0,37.880849,-122.283023,0.0,0.0,0,2125
1271,2207 Bonar St,0.0,0.0,1420.0,0.0,0,0.0,0.0,0,37.866568,-122.286557,0.0,0.0,0,1420
1272,2215 Bonar St,0.0,0.0,1573.0,0.0,0,0.0,0.0,0,37.8663237,-122.2865646,0.0,0.0,0,1573
1273,3120 Ellis St,0.0,1350.0,0.0,0.0,0,0.0,0.0,0,37.8514278,-122.273169,0.0,0.0,0,1350
1274,1993 El Dorado Ave,0.0,1825.0,3197.0,0.0,0,0.0,0.0,0,37.889186,-122.27283,0.0,0.0,0,2511
1275,1545 Hopkins St,0.0,1700.0,0.0,0.0,0,0.0,0.0,0,37.8815683,-122.2827506,0.0,0.0,0,1700
1276,1330 Sacramento St,0.0,1610.0,0.0,0.0,0,0.0,0.0,0,37.880567,-122.283501,0.0,0.0,0,1610
1277,1301 Delaware St,0.0,0.0,3000.0,0.0,0,0.0,0.0,0,37.87278,-122.286713,0.0,0.0,0,3000
1278,2249 Bonar St,0.0,0.0,2336.0,0.0,0,0.0,0.0,0,37.8653928,-122.2863135,0.0,0.0,0,2336
1279,1329 Parker St,0.0,1314.0,0.0,0.0,0,0.0,0.0,0,37.86031,-122.28382,0.0,0.0,0,1314
1280,1821 Fairview St,0.0,2005.0,0.0,0.0,0,0.0,0.0,0,37.8507559,-122.271877,0.0,0.0,0,2005
1281,1918 Harmon St,0.0,1523.0,0.0,0.0,0,0.0,0.0,0,37.849669,-122.268922,0.0,0.0,0,1523
1282,1339 Francisco St,0.0,0.0,0.0,2010.0,0,0.0,0.0,0,37.873648,-122.286793,0.0,0.0,0,2010
1283,1806 West St,0.0,1710.0,0.0,0.0,0,0.0,0.0,0,37.872059,-122.28693,0.0,0.0,0,1710
1284,1820 West St,0.0,1710.0,0.0,0.0,0,0.0,0.0,0,37.871923,-122.286887,0.0,0.0,0,1710
1285,1315 Dwight Way,0.0,1658.0,0.0,0.0,0,0.0,0.0,0,37.862315,-122.285405,0.0,0.0,0,1658
1286,1505 Julia St,0.0,0.0,0.0,1800.0,0,0.0,0.0,0,37.854456,-122.27888,0.0,0.0,0,1800
1287,1518 Julia St,0.0,1167.0,1800.0,0.0,0,0.0,0.0,0,37.854031,-122.278258,0.0,0.0,0,1483
1288,1527 Ashby Ave,2195.0,0.0,2000.0,0.0,0,0.0,0.0,0,37.853698,-122.277908,0.0,0.0,0,2097
1289,1625 Prince St,0.0,0.0,1898.0,0.0,0,0.0,0.0,0,37.852165,-122.275573,0.0,0.0,0,1898
1290,1497 Hopkins St,0.0,1649.0,2000.0,0.0,0,0.0,0.0,0,37.881212,-122.283474,0.0,0.0,0,1824
1291,1810 West St,0.0,1710.0,0.0,0.0,0,0.0,0.0,0,37.871929,-122.287098,0.0,0.0,0,1710
1292,1275 University Ave,1360.0,1993.0,1726.0,0.0,0,0.0,0.0,0,37.8700059,-122.287303,0.0,0.0,0,1693
1293,1321 Dwight Way,0.0,1658.0,0.0,0.0,0,0.0,0.0,0,37.8617766,-122.2852989,0.0,0.0,0,1658
1294,1615 Prince St,0.0,1800.0,2085.0,0.0,0,0.0,0.0,0,37.852123,-122.275897,0.0,0.0,0,1942
1295,1632 Prince St,1314.0,0.0,0.0,0.0,0,0.0,0.0,0,37.851705,-122.274908,0.0,0.0,0,1314
1296,1824 Monterey Ave,1218.0,0.0,0.0,0.0,0,0.0,0.0,0,37.887335,-122.277149,0.0,0.0,0,1218
1297,1277 Hearst Ave,0.0,0.0,2273.0,0.0,0,0.0,0.0,0,37.871529,-122.287395,0.0,0.0,0,2273
1298,2110 Bonar St,0.0,1827.0,3000.0,0.0,0,0.0,0.0,0,37.868226,-122.287512,0.0,0.0,0,2413
1299,2312 Bonar St,0.0,2168.0,2450.0,0.0,0,0.0,0.0,0,37.8646561,-122.286637,0.0,0.0,0,2309
1300,2322 Bonar St,0.0,0.0,2000.0,0.0,0,0.0,0.0,0,37.8644102,-122.2865285,0.0,0.0,0,2000
1301,1521 Ashby Ave,0.0,1550.0,0.0,0.0,0,0.0,0.0,0,37.853664,-122.278182,0.0,0.0,0,1550
1302,1529 Tyler St,0.0,0.0,1776.0,0.0,0,0.0,0.0,0,37.8528499,-122.277366,0.0,0.0,0,1776
1303,1600 Tyler St,0.0,0.0,1675.0,0.0,0,0.0,0.0,0,37.852418,-122.276503,0.0,0.0,0,1675
1304,3131 King St,0.0,0.0,1421.0,0.0,0,0.0,0.0,0,37.8509803,-122.2737667,0.0,0.0,0,1421
1305,3138 Ellis St,0.0,0.0,1748.0,0.0,0,0.0,0.0,0,37.850709,-122.273161,0.0,0.0,0,1748
1306,3140 Ellis St,0.0,0.0,1937.0,0.0,0,0.0,0.0,0,37.850549,-122.273154,0.0,0.0,0,1937
1307,1816 Fairview St,0.0,964.0,2030.0,0.0,0,0.0,0.0,0,37.850251,-122.272004,0.0,0.0,0,1497
1308,1951 Chestnut St,1229.0,0.0,0.0,0.0,0,0.0,0.0,0,37.870303,-122.287757,0.0,0.0,0,1229
1309,1955 Chestnut St,0.0,1495.0,0.0,0.0,0,0.0,0.0,0,37.870171,-122.287712,0.0,0.0,0,1495
1310,2314 Bonar St,0.0,2168.0,2450.0,0.0,0,0.0,0.0,0,37.864624,-122.286765,0.0,0.0,0,2309
1311,2320 Bonar St,0.0,0.0,2000.0,0.0,0,0.0,0.0,0,37.864379,-122.286714,0.0,0.0,0,2000
1312,1616 Prince St,0.0,1100.0,0.0,0.0,0,0.0,0.0,0,37.8516199,-122.275565,0.0,0.0,0,1100
1313,1627 Woolsey St,0.0,0.0,2399.0,0.0,0,0.0,0.0,0,37.851314,-122.275024,0.0,0.0,0,2399
1314,1638 Woolsey St,0.0,1400.0,0.0,0.0,0,0.0,0.0,0,37.8510013,-122.2744476,0.0,0.0,0,1400
1315,1239 Berkeley Way,0.0,2150.0,0.0,0.0,0,0.0,0.0,0,37.870603,-122.2879175,0.0,0.0,0,2150
1316,1266 Bancroft Way,0.0,1400.0,0.0,0.0,0,0.0,0.0,0,37.864883,-122.287153,0.0,0.0,0,1400
1317,1236 Dwight Way,875.0,0.0,0.0,0.0,0,0.0,0.0,0,37.861372,-122.285727,0.0,0.0,0,875
1318,1534 Tyler St,0.0,1091.0,2000.0,2115.0,0,0.0,0.0,0,37.8523929,-122.2774111,0.0,0.0,0,1735
1319,1603 Prince St,0.0,0.0,2053.0,0.0,0,0.0,0.0,0,37.852053,-122.276427,0.0,0.0,0,2053
1320,1625 Woolsey St,0.0,0.0,2495.0,0.0,0,0.0,0.0,0,37.85129,-122.275207,0.0,0.0,0,2495
1321,3134 King St,0.0,0.0,3200.0,0.0,0,0.0,0.0,0,37.850768,-122.274214,0.0,0.0,0,3200
1322,1859 Alcatraz Ave,1005.0,0.0,0.0,0.0,0,0.0,0.0,0,37.849193,-122.26996,0.0,0.0,0,1005
1323,1302 Albina Ave,0.0,0.0,3300.0,0.0,0,0.0,0.0,0,37.881994,-122.284073,0.0,0.0,0,3300
1324,1380 Hopkins St,0.0,1720.0,0.0,0.0,0,0.0,0.0,0,37.879503,-122.285525,0.0,0.0,0,1720
1325,2727 Park St,0.0,1967.0,0.0,0.0,0,0.0,0.0,0,37.857299,-122.283102,0.0,0.0,0,1967
1326,2915 Stanton St,0.0,1624.0,0.0,0.0,0,0.0,0.0,0,37.854223,-122.279947,0.0,0.0,0,1624
1327,1628 Woolsey St,0.0,0.0,0.0,3800.0,0,0.0,0.0,0,37.850784,-122.274933,0.0,0.0,0,3800
1328,1630 Woolsey St,0.0,1573.0,0.0,0.0,0,0.0,0.0,0,37.850807,-122.274762,0.0,0.0,0,1573
1329,1632 Woolsey St,0.0,0.0,2050.0,0.0,0,0.0,0.0,0,37.850829,-122.274611,0.0,0.0,0,2050
1330,1896 Alcatraz Ave,0.0,1031.0,0.0,0.0,0,0.0,0.0,0,37.848763,-122.269334,0.0,0.0,0,1031
1331,1898 Alcatraz Ave,0.0,975.0,0.0,0.0,0,0.0,0.0,0,37.848778,-122.269203,0.0,0.0,0,975
1332,1300 Albina Ave,0.0,0.0,2228.0,0.0,0,0.0,0.0,0,37.882112,-122.284033,0.0,0.0,0,2228
1333,1245 Francisco St,0.0,0.0,2195.0,0.0,0,0.0,0.0,0,37.873463,-122.288056,0.0,0.0,0,2195
1334,1233 University Ave,0.0,1434.0,0.0,0.0,0,0.0,0.0,0,37.8697907,-122.2884468,0.0,0.0,0,1434
1335,2417 Browning St,0.0,1500.0,0.0,0.0,0,0.0,0.0,0,37.862628,-122.286766,0.0,0.0,0,1500
1336,2931 Stanton St,0.0,0.0,1650.0,0.0,0,0.0,0.0,0,37.854004,-122.279891,0.0,0.0,0,1650
1337,1624 Woolsey St,863.0,0.0,0.0,0.0,0,0.0,0.0,0,37.850763,-122.275104,0.0,0.0,0,863
1338,1304 Albina Ave,0.0,0.0,3000.0,0.0,0,0.0,0.0,0,37.882138,-122.284296,0.0,0.0,0,3000
1339,1360 Hopkins St,1690.0,0.0,0.0,0.0,0,0.0,0.0,0,37.879105,-122.286249,0.0,0.0,0,1690
1340,1231 University Ave,0.0,1434.0,0.0,0.0,0,0.0,0.0,0,37.869843,-122.288481,0.0,0.0,0,1434
1341,2334 Browning St,0.0,0.0,1975.0,0.0,0,0.0,0.0,0,37.863831,-122.287654,0.0,0.0,0,1975
1342,1512 Tyler St,0.0,0.0,1040.0,0.0,0,0.0,0.0,0,37.852217,-122.278047,0.0,0.0,0,1040
1343,1535 Prince St,0.0,0.0,0.0,3045.0,0,0.0,0.0,0,37.851939,-122.277293,0.0,0.0,0,3045
1344,3102 California St,0.0,2050.0,2030.0,0.0,0,0.0,0.0,0,37.851475,-122.2766932,0.0,0.0,0,2040
1345,1622 Woolsey St,0.0,1585.0,0.0,0.0,0,0.0,0.0,0,37.85074,-122.275276,0.0,0.0,0,1585
1346,1832 Alcatraz Ave,0.0,0.0,0.0,2200.0,0,0.0,0.0,0,37.8487861,-122.2704108,0.0,0.0,0,2200
1347,1246 Hearst Ave,1895.0,2166.0,0.0,0.0,0,0.0,0.0,0,37.8709748,-122.2888151,0.0,0.0,0,2030
1348,1244 Hearst Ave,1895.0,2166.0,0.0,0.0,0,0.0,0.0,0,37.8705386,-122.2887855,0.0,0.0,0,2030
1349,1223 University Ave,0.0,1583.0,0.0,0.0,0,0.0,0.0,0,37.870151,-122.288654,0.0,0.0,0,1583
1350,1227 University Ave,0.0,1360.0,0.0,0.0,0,0.0,0.0,0,37.869819,-122.288678,0.0,0.0,0,1360
1351,2236 Browning St,0.0,0.0,0.0,3553.0,0,0.0,0.0,0,37.865397,-122.28798,0.0,0.0,0,3553
1352,1215 Blake St,0.0,0.0,1675.0,0.0,0,0.0,0.0,0,37.860884,-122.286367,0.0,0.0,0,1675
1353,1217 Blake St,0.0,0.0,1675.0,0.0,0,0.0,0.0,0,37.8607641,-122.2863344,0.0,0.0,0,1675
1354,1627 Fairview St,1245.0,1761.0,2050.0,0.0,0,0.0,0.0,0,37.850394,-122.275029,0.0,0.0,0,1685
1355,1818 Alcatraz Ave,0.0,0.0,1117.0,0.0,0,0.0,0.0,0,37.8486965,-122.2706968,0.0,0.0,0,1117
1356,1830 Alcatraz Ave,0.0,0.0,0.0,2200.0,0,0.0,0.0,0,37.848609,-122.270359,0.0,0.0,0,2200
1357,1339 Rose St,0.0,0.0,1650.0,0.0,0,0.0,0.0,0,37.877453,-122.287627,0.0,0.0,0,1650
1358,1222 Delaware St,0.0,1696.0,0.0,0.0,0,0.0,0.0,0,37.871681,-122.288907,0.0,0.0,0,1696
1359,1219 University Ave,0.0,1574.0,0.0,0.0,0,0.0,0.0,0,37.870135,-122.288854,0.0,0.0,0,1574
1360,1211 University Ave,0.0,1616.0,0.0,0.0,0,0.0,0.0,0,37.870087,-122.289043,0.0,0.0,0,1616
1361,1215 University Ave,0.0,1500.0,0.0,0.0,0,0.0,0.0,0,37.869802,-122.288813,0.0,0.0,0,1500
1362,1207 University Ave,0.0,1289.0,0.0,0.0,0,0.0,0.0,0,37.869788,-122.289007,0.0,0.0,0,1289
1363,2915 Dohr St,0.0,0.0,1850.0,0.0,0,0.0,0.0,0,37.853898,-122.280726,0.0,0.0,0,1850
1364,1530 Prince St,0.0,1624.0,0.0,0.0,0,0.0,0.0,0,37.851408,-122.277211,0.0,0.0,0,1624
1365,1619 Fairview St,0.0,0.0,2994.0,0.0,0,0.0,0.0,0,37.850351,-122.275372,0.0,0.0,0,2994
1366,1625 Fairview St,1245.0,1761.0,2050.0,0.0,0,0.0,0.0,0,37.8502293,-122.2750519,0.0,0.0,0,1685
1367,1626 Fairview St,0.0,1889.0,0.0,0.0,0,0.0,0.0,0,37.8500062,-122.2749875,0.0,0.0,0,1889
1368,936 Cragmont Ave,0.0,1269.0,0.0,0.0,0,0.0,0.0,0,37.892897,-122.266558,0.0,0.0,0,1269
1369,1350 Acton St,0.0,0.0,2233.0,0.0,0,0.0,0.0,0,37.8816149,-122.285521,0.0,0.0,0,2233
1370,1306 Cedar St,0.0,0.0,2436.0,0.0,0,0.0,0.0,0,37.875716,-122.288191,0.0,0.0,0,2436
1371,2925 Dohr St,0.0,0.0,1218.0,0.0,0,0.0,0.0,0,37.853765,-122.280677,0.0,0.0,0,1218
1372,3043 Sacramento St,0.0,1361.0,0.0,0.0,0,0.0,0.0,0,37.8519025,-122.2784506,0.0,0.0,0,1361
1373,1611 Fairview St,1272.0,0.0,2550.0,0.0,0,0.0,0.0,0,37.850307,-122.275732,0.0,0.0,0,1911
1374,1840 63rd St,0.0,0.0,3050.0,0.0,0,0.0,0.0,0,37.8478948,-122.2694245,0.0,0.0,0,3050
1375,1842 63rd St,0.0,0.0,3050.0,0.0,0,0.0,0.0,0,37.8479047,-122.2693002,0.0,0.0,0,3050
1376,1905 Curtis St,0.0,1675.0,0.0,0.0,0,0.0,0.0,0,37.87065,-122.289374,0.0,0.0,0,1675
1377,1919 Curtis St,0.0,1707.0,0.0,0.0,0,0.0,0.0,0,37.870094,-122.289308,0.0,0.0,0,1707
1378,2803 Park St,0.0,2208.0,0.0,0.0,0,0.0,0.0,0,37.855376,-122.282716,0.0,0.0,0,2208
1379,3041 Sacramento St,0.0,1361.0,0.0,0.0,0,0.0,0.0,0,37.8519403,-122.2785018,0.0,0.0,0,1361
1380,1507 Prince St,0.0,1361.0,0.0,0.0,0,0.0,0.0,0,37.851798,-122.278367,0.0,0.0,0,1361
1381,1522 Prince St,0.0,0.0,2035.0,0.0,0,0.0,0.0,0,37.851363,-122.277553,0.0,0.0,0,2035
1382,1603 Fairview St,1213.0,0.0,0.0,2050.0,0,0.0,0.0,0,37.850285,-122.275905,0.0,0.0,0,1631
1383,1628 Fairview St,0.0,1889.0,0.0,0.0,0,0.0,0.0,0,37.84986,-122.274919,0.0,0.0,0,1889
1384,1980 Curtis St,990.0,1100.0,0.0,0.0,0,0.0,0.0,0,37.869875,-122.289879,0.0,0.0,0,1045
1385,2238 Curtis St,0.0,1400.0,0.0,0.0,0,0.0,0.0,0,37.8652806,-122.2889316,0.0,0.0,0,1400
1386,2336 Curtis St,0.0,1675.0,0.0,0.0,0,0.0,0.0,0,37.863529,-122.288604,0.0,0.0,0,1675
1387,2950 Dohr St,0.0,800.0,1000.0,0.0,0,0.0,0.0,0,37.8535018,-122.2810464,0.0,0.0,0,900
1388,3047 Sacramento St,0.0,1361.0,0.0,0.0,0,0.0,0.0,0,37.8518051,-122.2784821,0.0,0.0,0,1361
1389,3049 Sacramento St,0.0,1361.0,0.0,0.0,0,0.0,0.0,0,37.8516713,-122.2783924,0.0,0.0,0,1361
1390,3138 California St,0.0,0.0,1986.0,3500.0,0,0.0,0.0,0,37.850436,-122.276667,0.0,0.0,0,2743
1391,1610 Fairview St,0.0,0.0,0.0,1700.0,0,0.0,0.0,0,37.849838,-122.275612,0.0,0.0,0,1700
1392,1642 Harmon St,0.0,0.0,2120.0,0.0,0,0.0,0.0,0,37.849176,-122.274055,0.0,0.0,0,2120
1393,3244 Ellis St,0.0,0.0,2312.0,0.0,0,0.0,0.0,0,37.8487093,-122.2727899,0.0,0.0,0,2312
1394,1944 Curtis St,1318.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8701949,-122.2897024,0.0,0.0,0,1318
1395,2210 Curtis St,0.0,0.0,3020.0,0.0,0,0.0,0.0,0,37.8661,-122.289168,0.0,0.0,0,3020
1396,1201 Dwight Way,0.0,1675.0,0.0,0.0,0,0.0,0.0,0,37.8615629,-122.287714,0.0,0.0,0,1675
1397,1528 Woolsey St,0.0,0.0,2413.0,0.0,0,0.0,0.0,0,37.850491,-122.2772,0.0,0.0,0,2413
1398,1727 Alcatraz Ave,0.0,0.0,2312.0,0.0,0,0.0,0.0,0,37.8486703,-122.2729041,0.0,0.0,0,2312
1399,1736 Alcatraz Ave,0.0,0.0,2065.0,0.0,0,0.0,0.0,0,37.8484227,-122.2724516,0.0,0.0,0,2065
1400,1317 Hopkins St,0.0,3200.0,0.0,0.0,0,0.0,0.0,0,37.878737,-122.288022,0.0,0.0,0,3200
1401,1290 Hopkins St,0.0,0.0,2220.0,0.0,0,0.0,0.0,0,37.877478,-122.288522,0.0,0.0,0,2220
1402,1930 Curtis St,577.0,1609.0,1903.0,0.0,0,0.0,0.0,0,37.870313,-122.289939,0.0,0.0,0,1363
1403,1970 Curtis St,1259.0,0.0,0.0,0.0,0,0.0,0.0,0,37.870009,-122.289897,0.0,0.0,0,1259
1404,1180 University Ave,0.0,2092.0,1913.0,0.0,0,0.0,0.0,0,37.8691411,-122.2899651,0.0,0.0,0,2002
1405,1543 Fairview St,0.0,750.0,0.0,0.0,0,0.0,0.0,0,37.850176,-122.276432,0.0,0.0,0,750
1406,3205 California St,0.0,0.0,1900.0,0.0,0,0.0,0.0,0,37.849635,-122.275753,0.0,0.0,0,1900
1407,1734 Alcatraz Ave,0.0,0.0,2065.0,0.0,0,0.0,0.0,0,37.848322,-122.272475,0.0,0.0,0,2065
1408,1728 Curtis St,0.0,0.0,2150.0,0.0,0,0.0,0.0,0,37.872821,-122.290169,0.0,0.0,0,2150
1409,1176 University Ave,1113.0,1286.0,0.0,0.0,0,0.0,0.0,0,37.86903,-122.290098,0.0,0.0,0,1199
1410,1128 Bancroft Way,0.0,0.0,2148.0,0.0,0,0.0,0.0,0,37.864467,-122.289279,0.0,0.0,0,2148
1411,1359 Ashby Ave,1359.0,1850.0,0.0,0.0,0,0.0,0.0,0,37.853371,-122.281585,0.0,0.0,0,1604
1412,1620 Harmon St,0.0,700.0,0.0,0.0,0,0.0,0.0,0,37.848929,-122.274997,0.0,0.0,0,700
1413,1730 Alcatraz Ave,0.0,0.0,2065.0,0.0,0,0.0,0.0,0,37.8482282,-122.272607,0.0,0.0,0,2065
1414,1260 Hopkins St,0.0,1894.0,2403.0,0.0,0,0.0,0.0,0,37.8775158,-122.2891096,0.0,0.0,0,2148
1415,1124 Dwight Way,0.0,1243.0,0.0,0.0,0,0.0,0.0,0,37.861005,-122.288249,0.0,0.0,0,1243
1416,3034 Dohr St,1000.0,0.0,0.0,0.0,0,0.0,0.0,0,37.851984,-122.280446,0.0,0.0,0,1000
1417,1614 Harmon St,0.0,0.0,1814.0,0.0,0,0.0,0.0,0,37.848896,-122.275262,0.0,0.0,0,1814
1418,1631 Alcatraz Ave,0.0,0.0,1950.0,0.0,0,0.0,0.0,0,37.848616,-122.274504,0.0,0.0,0,1950
1419,2703 Mathews St,1356.0,0.0,0.0,0.0,0,0.0,0.0,0,37.857701,-122.286309,0.0,0.0,0,1356
1420,3051 Dohr St,0.0,1269.0,0.0,0.0,0,0.0,0.0,0,37.8514709,-122.279822,0.0,0.0,0,1269
1421,3135 Sacramento St,0.0,0.0,2500.0,0.0,0,0.0,0.0,0,37.8502719,-122.277943,0.0,0.0,0,2500
1422,3214 California St,0.0,1903.0,0.0,0.0,0,0.0,0.0,0,37.8493145,-122.2762514,0.0,0.0,0,1903
1423,1612 Harmon St,0.0,0.0,2081.0,0.0,0,0.0,0.0,0,37.848874,-122.275423,0.0,0.0,0,2081
1424,1623 Alcatraz Ave,0.0,1900.0,2114.0,0.0,0,0.0,0.0,0,37.848591,-122.274679,0.0,0.0,0,2007
1425,1141 Hearst Ave,1726.0,0.0,0.0,0.0,0,0.0,0.0,0,37.87091,-122.290787,0.0,0.0,0,1726
1426,1140 Hearst Ave,0.0,1883.0,0.0,0.0,0,0.0,0.0,0,37.8698016,-122.2909825,0.0,0.0,0,1883
1427,1112 Allston Way,0.0,2132.0,0.0,0.0,0,0.0,0.0,0,37.8662583,-122.2904796,0.0,0.0,0,2132
1428,1116 Dwight Way,1486.0,2015.0,0.0,0.0,0,0.0,0.0,0,37.860966,-122.288542,0.0,0.0,0,1750
1429,3053 Dohr St,0.0,1450.0,0.0,0.0,0,0.0,0.0,0,37.851353,-122.279796,0.0,0.0,0,1450
1430,1533 Harmon St,0.0,0.0,1668.0,0.0,0,0.0,0.0,0,37.8492729,-122.276597,0.0,0.0,0,1668
1431,1537 Harmon St,0.0,0.0,1736.0,2975.0,0,0.0,0.0,0,37.849297,-122.276426,0.0,0.0,0,2355
1432,1628 Alcatraz Ave,0.0,1421.0,0.0,0.0,0,0.0,0.0,0,37.848082,-122.274409,0.0,0.0,0,1421
1433,1205 Peralta Ave,0.0,0.0,2300.0,0.0,0,0.0,0.0,0,37.882147,-122.286917,0.0,0.0,0,2300
1434,1252 Hopkins St,0.0,1370.0,0.0,0.0,0,0.0,0.0,0,37.877287,-122.28962,0.0,0.0,0,1370
1435,1136 Hearst Ave,0.0,1883.0,0.0,0.0,0,0.0,0.0,0,37.8704126,-122.2909473,0.0,0.0,0,1883
1436,1111 Allston Way,0.0,0.0,1806.0,0.0,0,0.0,0.0,0,37.866733,-122.290592,0.0,0.0,0,1806
1437,2223 San Pablo Ave,0.0,0.0,1421.0,0.0,0,0.0,0.0,0,37.8657139,-122.290571,0.0,0.0,0,1421
1438,1310 Burnett St,0.0,1750.0,1945.0,0.0,0,0.0,0.0,0,37.853508,-122.283211,0.0,0.0,0,1847
1439,1316 Burnett St,0.0,0.0,1929.0,0.0,0,0.0,0.0,0,37.853549,-122.283012,0.0,0.0,0,1929
1440,1327 Ashby Ave,0.0,0.0,1726.0,0.0,0,0.0,0.0,0,37.853249,-122.282673,0.0,0.0,0,1726
1441,1525 Harmon St,0.0,0.0,1624.0,0.0,0,0.0,0.0,0,37.849227,-122.276951,0.0,0.0,0,1624
1442,1529 Harmon St,0.0,0.0,1822.0,0.0,0,0.0,0.0,0,37.84925,-122.276777,0.0,0.0,0,1822
1443,3237 California St,0.0,2132.0,0.0,0.0,0,0.0,0.0,0,37.848612,-122.2756245,0.0,0.0,0,2132
1444,1804 62nd St,1865.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8468441,-122.2708031,0.0,0.0,0,1865
1445,2213 San Pablo Ave,893.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8659503,-122.2906643,0.0,0.0,0,893
1446,2371 San Pablo Ave,1775.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8633985,-122.2900384,0.0,0.0,0,1775
1447,2421 San Pablo Ave,0.0,1539.0,0.0,0.0,0,0.0,0.0,0,37.862127,-122.289526,0.0,0.0,0,1539
1448,2429 San Pablo Ave,0.0,1450.0,0.0,0.0,0,0.0,0.0,0,37.861835,-122.289425,0.0,0.0,0,1450
1449,2521 San Pablo Ave,0.0,1370.0,0.0,0.0,0,0.0,0.0,0,37.860743,-122.289095,0.0,0.0,0,1370
1450,1534 Harmon St,0.0,0.0,1754.0,0.0,0,0.0,0.0,0,37.84874,-122.276488,0.0,0.0,0,1754
1451,1536 Harmon St,0.0,1923.0,0.0,0.0,0,0.0,0.0,0,37.848808,-122.27633,0.0,0.0,0,1923
1452,908 The Alameda,1010.0,0.0,0.0,0.0,0,0.0,0.0,0,37.8912369,-122.2771623,0.0,0.0,0,1010
1453,1931 San Pablo Ave,1542.0,1685.0,0.0,0.0,0,0.0,0.0,0,37.86996,-122.291651,0.0,0.0,0,1613
1454,2427 San Pablo Ave,0.0,1450.0,0.0,0.0,0,0.0,0.0,0,37.8617793,-122.2895893,0.0,0.0,0,1450
1455,1221 Oregon St,0.0,1450.0,0.0,0.0,0,0.0,0.0,0,37.8553577,-122.2854863,0.0,0.0,0,1450
1456,2925 Mabel St,1117.0,1045.0,0.0,0.0,0,0.0,0.0,0,37.853191,-122.283446,0.0,0.0,0,1081
1457,1322 Ashby Ave,0.0,0.0,0.0,2538.0,0,0.0,0.0,0,37.85271,-122.282615,0.0,0.0,0,2538
1458,1515 Harmon St,0.0,1650.0,0.0,0.0,0,0.0,0.0,0,37.84916,-122.277463,0.0,0.0,0,1650
